CustomerId,FirstName,LastName,Country,City,DOB
51,Aurelio,Crosby,Belgium,Brussels,06/05/1989
52,Jewell,Frazier,Portugal,Lisbon,06/11/1965
53,Jonathon,Padilla,Ireland,Tralee,07/04/2004
54,Linda,Rogers,Ireland,Tralee,06/06/1961
55,Gayle,Michael,England,London,04/23/2004
56,Thomas,Booker,Portugal,Lisbon,07/11/1949
57,Cheryl,Morse,Belgium,Antwerp,04/02/1992
58,Janell,Chaney,Portugal,Braga,10/26/1943
59,Rhonda,Mooney,France,Paris,11/18/1995
60,Glenna,Bishop,Belgium,Brussels,11/03/1957
61,Scotty,Harrison,Portugal,Lisbon,09/09/1996
62,Everett,Bender,Portugal,Lisbon,07/16/1949
63,Jerald,Black,Portugal,Lisbon,02/23/1942
64,Rena,Graves,Portugal,Lisbon,03/05/1985
65,Rebekah,McGowan,Portugal,Lisbon,04/22/1979
66,Karl,Dean,England,London,07/22/1958
67,Lorna,Knight,England,London,03/21/2002
68,Lacy,Guy,Belgium,Brussels,10/03/1955
69,Madelyn,Carrillo,France,Paris,05/16/1972
70,Porter,Pace,Portugal,Porto,01/17/1986
71,Shelby,Ferrell,Portugal,Lisbon,11/02/1958
72,Marta,Parsons,Belgium,Brussels,02/25/1992
73,Quentin,Lara,Belgium,Brussels,08/14/1948
74,Kasey,Owen,Belgium,Brussels,10/25/1942
75,Maxwell,Walter,Belgium,Brussels,05/26/1996
76,Terrie,Cruz,Portugal,Lisbon,03/12/1951
77,Dolly,Boyer,Belgium,Antwerp,09/17/1970
78,Chet,Knowles,Ireland,Tralee,04/27/1969
79,Caleb,Mullins,Belgium,Brussels,04/16/1943
80,Krystal,Daniel,England,London,05/17/1988
81,Deana,Blevins,England,Liverpool,06/15/1979
82,Pauline,Wilder,England,Manchester,09/03/1951
83,Victor,Payne,Portugal,Lisbon,06/05/2001
84,Hazel,Harper,Portugal,Porto,08/25/1971
85,Jeannine,Cannon,Belgium,Brussels,09/22/1951
86,Shauna,Talley,England,Manchester,03/23/1975
87,Bethany,Cherry,England,London,10/06/1977
88,Angelo,Puckett,Belgium,Brussels,05/23/1982
89,Dominick,Malone,France,Paris,09/08/1974
90,Myrna,Love,England,Liverpool,01/01/1987
91,Filiberto,Tyler,Belgium,Brussels,08/25/1977
92,Cortez,Thompson,England,Manchester,01/11/1987
93,Kristy,Chase,Portugal,Lisbon,06/19/1967
94,Francis,Hurley,Portugal,Porto,03/13/1987
95,Saul,Lynn,England,Liverpool,09/18/1989
96,Ray,Dillon,England,Liverpool,07/09/1977
97,Jamar,Quinn,Portugal,Lisbon,11/22/1991
98,Tisha,Cobb,Ireland,Tralee,05/16/1968
99,Marisa,Knapp,Portugal,Lisbon,05/13/1995
100,Leslie,McClain,Portugal,Porto,10/16/1988
101,Vern,Reynolds,Ireland,Tralee,11/12/1984
102,Bernard,Schwartz,England,Liverpool,09/15/1986
103,Sue,Cohen,England,Birmingham,10/21/1999
104,Jonathon,Lawson,Ireland,Tralee,04/16/1985
105,Cedrick,Mills,Portugal,Porto,09/14/1944
106,Willis,Santana,Ireland,Limerick,09/22/1942
107,Imogene,Rivers,Belgium,Brussels,08/18/1963
108,Mable,Gentry,Ireland,Tralee,09/27/1965
109,Glenn,Copeland,Portugal,Porto,05/05/1992
110,Devon,Nunez,Belgium,Brussels,09/19/1977
111,Connie,Hardin,England,Liverpool,02/04/1985
112,Philip,Shaw,England,Liverpool,07/25/1969
113,Janie,Douglas,England,London,07/05/1951
114,Robbie,Benton,Portugal,Porto,03/18/1956
115,Letitia,Callahan,Ireland,Tralee,07/07/1971
116,Della,Santiago,Portugal,Lisbon,09/26/1947
117,Miguel,Tran,Belgium,Brussels,02/15/1982
118,Rocco,Gilmore,England,London,04/16/1951
119,German,Kane,Belgium,Brussels,03/09/1984
120,Luther,Ruiz,Portugal,Braga,01/03/1942
121,Carole,Morin,Portugal,Porto,10/06/1967
122,Rena,Stephenson,England,Manchester,02/24/1969
123,Dona,Gamble,Belgium,Brussels,10/21/1947
124,Marcia,McCoy,Portugal,Braga,11/03/1985
125,Ernesto,Ramsey,Portugal,Lisbon,01/13/1942
126,Sang,Sheppard,Ireland,Limerick,09/03/1996
127,Damian,McIntosh,England,Manchester,08/09/1966
128,Mable,Hatfield,England,London,01/17/1946
129,Ray,Whitney,Portugal,Braga,05/14/1946
130,Lindsey,Snider,Ireland,Tralee,08/16/1958
131,Rebecca,Carson,Portugal,Lisbon,07/27/1949
132,Hosea,Long,Portugal,Lisbon,01/17/1983
133,Twila,Grant,England,London,08/15/1994
134,Thurman,Bailey,England,London,04/10/2002
135,Vernon,Rice,Portugal,Porto,06/10/1950
136,Aline,Vaughn,Portugal,Lisbon,06/20/1967
137,Erasmo,Horton,Belgium,Brussels,04/10/1969
138,Michael,Guzman,Portugal,Porto,10/02/1954
139,Carey,Whitehead,England,Liverpool,03/19/1979
140,Jed,Carlson,Portugal,Porto,07/01/1948
141,Vonda,Townsend,England,Liverpool,02/18/1997
142,Lloyd,Shepard,Ireland,Tralee,10/04/1951
143,Jonas,Mueller,Belgium,Brussels,01/18/1990
144,Summer,Clements,Belgium,Brussels,11/27/1981
145,Emil,Atkinson,Portugal,Lisbon,01/07/1988
146,Jesus,Carson,England,London,09/06/1945
147,Gavin,Peterson,England,Manchester,08/17/1983
148,Bobbi,Mejia,Portugal,Braga,04/07/1962
149,Alejandro,McDonald,England,Liverpool,03/22/1962
150,Mavis,McKnight,Portugal,Braga,05/22/1944
151,Christi,Hyde,Portugal,Porto,06/19/1979
152,Robbie,Moran,England,Liverpool,11/03/1956
153,James,Holloway,France,Paris,06/07/1946
154,Ned,Hamilton,France,Paris,08/01/1981
155,Jamel,Coleman,Portugal,Lisbon,08/24/1957
156,Hubert,Walters,England,Liverpool,05/26/1952
157,Joanna,Hill,Portugal,Porto,09/07/1968
158,Ronnie,McDowell,Ireland,Tralee,10/21/1993
159,Rita,Harris,Ireland,Tralee,06/13/1943
160,Abe,Glass,Portugal,Porto,07/17/1962
161,Catherine,Bradford,England,London,07/20/1982
162,Dalton,Nelson,Portugal,Braga,11/08/1989
163,Terrence,Estes,Portugal,Porto,01/16/1943
164,Ken,Burns,England,Liverpool,06/23/1990
165,Archie,Schmidt,England,Birmingham,09/07/1980
166,Dorothy,Cherry,Belgium,Brussels,08/23/1949
167,Jonas,Hays,England,London,01/16/1961
168,Tad,Watts,Portugal,Lisbon,07/06/1949
169,Katy,Tucker,Portugal,Lisbon,03/01/1992
170,Rena,Chan,Portugal,Porto,07/15/1999
171,Gertrude,Logan,England,London,04/26/1954
172,Carolina,Wiley,Portugal,Lisbon,11/19/2000
173,Cleveland,Long,England,Liverpool,05/06/1996
174,Clarice,Simon,Portugal,Lisbon,06/16/1961
175,Katie,Colon,Portugal,Lisbon,06/18/1947
176,Titus,Cummings,England,Liverpool,02/04/1999
177,Marcia,Caldwell,England,Liverpool,07/22/1980
178,Alejandro,Clemons,Portugal,Lisbon,09/08/1954
179,Teodoro,Howell,Portugal,Porto,07/02/1994
180,Tammie,Gill,Belgium,Brussels,01/22/1949
181,Boyce,Schmidt,England,London,05/05/1984
182,Deandre,McConnell,Ireland,Limerick,02/20/1943
183,Claud,Willis,Belgium,Brussels,11/27/1952
184,Jonathon,Ellis,England,Liverpool,01/22/1947
185,Jude,Conrad,Portugal,Lisbon,11/16/1981
186,Marsha,Byrd,Portugal,Porto,09/13/1996
187,Rachael,Johnston,England,London,02/14/1958
188,Dino,Nash,Portugal,Lisbon,04/19/1985
189,Nigel,Bender,Belgium,Antwerp,05/14/1982
190,Dana,Prince,England,Liverpool,06/23/1979
191,Bud,Hickman,Ireland,Limerick,08/21/1967
192,Heath,Rosa,England,London,06/16/1978
193,Lucien,Bowers,Portugal,Porto,07/15/1979
194,Therese,Woodward,England,Liverpool,01/22/1949
195,Kendall,OBrien,England,London,05/12/1992
196,Irma,Allen,Portugal,Porto,09/25/1996
197,Melanie,Larsen,Ireland,Limerick,04/10/1970
198,Bernice,Mejia,England,Liverpool,02/06/1958
199,Frances,Townsend,England,Liverpool,05/21/1972
200,Terra,McPherson,England,London,11/04/1954
201,Tammi,Flores,England,Liverpool,05/14/1967
202,Angelina,Oliver,England,Manchester,07/12/1972
203,Elizabeth,Conrad,England,London,08/20/1991
204,Sophia,Rivers,Portugal,Porto,05/24/1991
205,Amanda,Livingston,Belgium,Brussels,05/10/1969
206,Ross,Willis,Ireland,Tralee,05/16/1964
207,Lloyd,Wilkins,England,Manchester,08/10/2000
208,Rodolfo,Dotson,Portugal,Porto,04/16/1978
209,Dillon,Sexton,England,Liverpool,02/20/1989
210,Mavis,Marshall,Portugal,Porto,05/05/1957
211,Dionne,Nash,Portugal,Porto,11/20/1960
212,Wanda,McLeod,Portugal,Lisbon,03/19/1992
213,Lane,Stokes,Belgium,Brussels,07/07/1999
214,Adolfo,Calderon,Portugal,Lisbon,08/21/2001
215,Eliza,Burch,Portugal,Lisbon,01/23/1961
216,Vicente,Ashley,England,London,07/27/1995
217,Renaldo,Pitts,Ireland,Limerick,04/15/1963
218,Otis,Carver,Portugal,Porto,02/06/1962
219,Jan,Strickland,Ireland,Tralee,07/03/1965
220,Jo,Clements,England,Birmingham,02/16/1953
221,Edwin,Collins,Portugal,Lisbon,10/10/1999
222,Broderick,Roberson,Portugal,Lisbon,06/19/2003
223,Nadine,Kerr,Ireland,Limerick,02/02/2002
224,Desmond,Nichols,Portugal,Porto,01/07/1983
225,Daron,Petty,Portugal,Lisbon,06/03/1965
226,Juliet,Fowler,Portugal,Lisbon,02/22/1951
227,Eloy,Schultz,Belgium,Brussels,05/03/2004
228,Irwin,Giles,Belgium,Brussels,04/08/1957
229,Elsa,Robles,England,London,03/12/1980
230,Shelly,Price,Belgium,Brussels,02/08/1984
231,Stacey,Gregory,England,London,11/04/2001
232,Gabriela,Knowles,Ireland,Tralee,04/09/1965
233,Kurt,Burris,England,London,11/19/1958
234,Marcia,Kidd,Portugal,Lisbon,01/04/1969
235,Toby,Brown,Belgium,Brussels,02/17/1975
236,Julia,Allen,Portugal,Lisbon,02/12/1967
237,Clayton,Delacruz,Portugal,Porto,08/19/2004
238,Bernardo,Riggs,Portugal,Lisbon,05/22/2000
239,Benita,Lynch,England,Liverpool,03/04/1971
240,Clara,Lee,Portugal,Lisbon,08/13/1966
241,Joanna,Neal,Ireland,Tralee,08/04/1990
242,Stanford,Reeves,Portugal,Braga,08/01/2001
243,Oswaldo,Rowland,France,Lyon,06/19/1998
244,Sergio,Strickland,Portugal,Lisbon,09/10/1970
245,Quinton,Salas,Ireland,Tralee,06/03/1991
246,Sterling,Mooney,France,Nice,11/23/1943
247,Leona,McFarland,Spain,Barcelona,01/03/1952
248,Joni,Potts,Ireland,Limerick,01/11/1952
249,Haywood,Sampson,Spain,Barcelona,08/05/1980
250,Wilda,Norton,England,London,01/11/1994
251,Suzanne,Schwartz,Belgium,Brussels,03/10/1984
252,Mia,Rodgers,Germany,Berlin,03/14/1942
253,Tyler,Gordon,Portugal,Porto,10/21/1947
254,Alexander,Clark,Ireland,Limerick,11/09/1942
255,Susana,Cabrera,Ireland,Limerick,11/06/1974
256,Bob,Barnes,Belgium,Brussels,05/24/1962
257,Billy,Buchanan,England,Birmingham,04/21/2002
258,Rupert,McLaughlin,Portugal,Lisbon,02/24/1960
259,Robin,Jackson,Portugal,Porto,03/08/1961
260,Olen,Hoover,Portugal,Lisbon,02/22/2001
261,Tyree,Noble,England,Manchester,04/14/1973
262,Burt,Howell,England,Liverpool,05/07/1995
263,Earline,Key,Belgium,Antwerp,11/12/1944
264,Lana,Francis,Portugal,Porto,05/06/1989
265,Patti,Bridges,Portugal,Porto,11/26/1945
266,Carmelo,Key,Portugal,Lisbon,01/14/1965
267,Mason,Chase,England,Manchester,11/02/1952
268,Aisha,Knapp,Portugal,Lisbon,06/18/1972
269,Jason,Vasquez,Portugal,Lisbon,09/19/1993
270,Jackie,Jackson,Portugal,Lisbon,09/18/1964
271,Anna,Davidson,Spain,Barcelona,05/09/1950
272,Jake,Herrera,France,Lyon,04/22/1968
273,Kristie,Bush,England,Birmingham,10/09/1954
274,Allie,Whitehead,France,Lyon,09/14/1971
275,Wilber,Knapp,Ireland,Limerick,02/20/1955
276,Janelle,Baird,France,Nice,01/13/1957
277,Kyle,Jarvis,Germany,Munich,06/06/1950
278,Denny,McMillan,England,London,11/08/1998
279,Robert,Gordon,Portugal,Braga,01/25/1990
280,Beverly,Weiss,Portugal,Porto,02/21/1981
281,Yvonne,Page,England,Liverpool,02/04/1973
282,Greta,Herrera,Portugal,Braga,08/20/1983
283,Jake,Holmes,France,Lyon,07/27/1994
284,Amanda,Castro,Portugal,Porto,09/01/1959
285,Vicky,Rodriguez,England,Liverpool,10/13/1953
286,Juana,Head,Portugal,Braga,11/22/1966
287,Leopoldo,Rivers,Germany,Munich,06/01/1966
288,Roslyn,Gray,Germany,Bonn,05/02/1964
289,Candy,Wyatt,France,Marseille,01/03/1950
290,Randell,Burch,Portugal,Porto,06/24/1994
291,Savannah,Harris,Ireland,Limerick,04/08/1955
292,Lindsay,Pitts,Belgium,Brussels,07/07/1945
293,Marjorie,Huff,Spain,Barcelona,09/26/1954
294,Jimmie,Rosales,France,Paris,07/12/2002
295,Eleanor,Dickson,France,Lyon,01/22/1963
296,Stephanie,Chan,Portugal,Porto,03/06/1990
297,Kelly,Lawrence,France,Nice,04/27/1996
298,Traci,Watson,Portugal,Lisbon,07/05/1968
299,Lowell,Barnes,Belgium,Brussels,01/11/1995
300,Percy,Mclean,France,Paris,11/01/1974
301,Leif,Ball,Germany,Munich,09/08/1971
302,Garret,Gardner,Portugal,Porto,08/22/1977
303,Marguerite,Trevino,Portugal,Porto,01/10/2000
304,Winston,Keith,France,Nice,04/03/2001
305,Benton,Moore,Germany,Düsseldorf,01/17/1973
306,Rico,Aguilar,Portugal,Porto,04/09/1961
307,Brendan,Potts,Germany,Berlin,08/07/1942
308,Melva,Simpson,Portugal,Porto,10/26/1964
309,Octavio,Gamble,France,Paris,07/05/1956
310,Cherie,Lyons,Portugal,Porto,07/25/1973
311,Elsa,Cox,Belgium,Brussels,02/22/2002
312,Diana,Hill,Germany,Munich,10/05/2001
313,Anna,Carney,England,London,10/26/2001
314,Merlin,Wiggins,England,London,04/26/1946
315,Jefferey,Coffey,Portugal,Lisbon,10/16/1970
316,Merlin,Horn,England,Manchester,05/09/1982
317,Oswaldo,Haynes,France,Marseille,11/22/1980
318,Angelia,Duke,France,Marseille,08/05/2001
319,Pablo,Odonnell,France,Marseille,07/03/1975
320,Ellsworth,Curry,Belgium,Brussels,08/18/1955
321,Rosanna,Hodges,Belgium,Brussels,03/20/1989
322,Keisha,Roy,Portugal,Porto,02/23/1965
323,Florine,Wise,Portugal,Lisbon,03/05/1988
324,Diann,Leon,Portugal,Lisbon,04/19/1991
325,Rosalie,Lewis,England,Liverpool,11/22/1962
326,Wendy,Gill,Spain,Barcelona,05/18/1948
327,Cheryl,McLaughlin,Portugal,Porto,04/25/1985
328,Paris,Albert,France,Nice,03/24/1956
329,Dorthy,Holman,France,Marseille,05/15/1971
330,Penelope,Harvey,England,Manchester,01/21/1962
331,Briana,Terrell,Germany,Berlin,01/07/1982
332,Noelle,Patton,Portugal,Braga,10/22/1983
333,Jaime,Browning,Germany,Düsseldorf,06/11/1977
334,Cecelia,Dyer,Portugal,Porto,01/12/1952
335,Marianne,Austin,Ireland,Limerick,03/08/1957
336,Estelle,Strickland,Portugal,Lisbon,02/22/1972
337,Craig,Hamilton,Germany,Düsseldorf,06/15/1978
338,Richie,Simpson,England,Liverpool,09/21/1967
339,Ruben,Chambers,France,Marseille,07/17/1975
340,August,Beck,France,Lyon,11/27/1982
341,Noelle,Ferrell,Spain,Barcelona,07/15/2002
342,Shari,Lowery,Belgium,Brussels,02/08/1960
343,Lolita,Castaneda,France,Paris,02/15/1980
344,Loretta,Decker,France,Nice,10/07/1964
345,Lauren,McKee,France,Nice,02/03/1964
346,Dan,Kirby,Ireland,Limerick,07/21/1951
347,Corine,Valdez,Germany,Munich,03/02/1955
348,Andrea,Gaines,England,Liverpool,07/27/1988
349,Etta,Levine,England,Birmingham,07/16/1990
350,Geraldo,Trevino,Portugal,Lisbon,04/06/1987
351,Shelby,Hoffman,Belgium,Brussels,10/11/1965
352,Maryellen,Allen,England,Manchester,11/14/1951
353,Jenny,Butler,Belgium,Brussels,10/03/1965
354,Nikki,Finch,Portugal,Porto,10/06/1971
355,Chance,Ramos,Germany,Düsseldorf,08/05/1946
356,Lowell,Wiley,Portugal,Lisbon,01/01/1971
357,Isaiah,Cervantes,Germany,Munich,06/01/1959
358,Rena,Olsen,Germany,Munich,01/16/1963
359,Melissa,Mejia,England,Birmingham,03/10/1999
360,Orlando,Barlow,Ireland,Limerick,09/21/1989
361,Shannon,Mooney,England,Manchester,09/08/1993
362,Celina,Holt,Ireland,Limerick,04/15/1945
363,Emmanuel,Brock,Germany,Bonn,03/08/1974
364,Wm,Shaffer,England,London,02/23/1979
365,Kenneth,Sanders,Ireland,Tralee,07/13/1953
366,Alba,Witt,France,Paris,02/09/1956
367,Nathanael,Ball,Germany,Berlin,02/16/1942
368,Selma,Logan,France,Marseille,03/01/1942
369,Leif,United Kingdom,France,Paris,10/23/1975
370,Myrna,Jones,France,Marseille,08/11/1977
371,Helene,Beasley,Germany,Berlin,10/13/1999
372,Jordan,Franco,Ireland,Tralee,10/17/1999
373,Waylon,Ross,Portugal,Braga,11/26/1960
374,Adele,Ferrell,Portugal,Lisbon,02/19/2000
375,Jannie,Rojas,Portugal,Lisbon,05/21/1948
376,Bertha,Hardy,Portugal,Porto,11/14/1982
377,Ellsworth,Case,Portugal,Lisbon,01/07/1981
378,Melvin,Mendoza,Portugal,Lisbon,10/09/1948
379,Dwight,Adams,Portugal,Lisbon,11/15/1988
380,Jerry,Allen,France,Paris,03/12/1989
381,Roxanne,Bonner,France,Marseille,02/12/1947
382,Stephen,Mosley,France,Paris,11/23/1997
383,Will,Orr,Portugal,Porto,08/14/1966
384,Sherman,Gilmore,France,Lyon,10/17/2000
385,Helena,Thomas,Portugal,Porto,07/18/1944
386,Emile,Travis,England,London,02/20/1994
387,Kory,White,England,London,05/16/1963
388,Wilma,Ramos,France,Paris,10/21/1974
389,Kermit,Vega,Germany,Berlin,06/08/1971
390,Jasper,Griffith,England,Liverpool,06/27/1972
391,Hershel,Castillo,France,Paris,02/24/1962
392,Royce,Richmond,Portugal,Porto,10/07/1963
393,Luke,Byrd,Portugal,Lisbon,06/26/1987
394,Wes,Kerr,Portugal,Lisbon,07/01/1962
395,Eugenio,Valentine,Portugal,Lisbon,09/16/1976
396,Ambrose,Holder,Belgium,Brussels,04/24/1954
397,Isabelle,Calhoun,Portugal,Porto,04/18/1954
398,Yolanda,Burnett,Portugal,Lisbon,03/14/1980
399,Johnie,Short,France,Lyon,07/14/1952
400,Taylor,Aguilar,England,Liverpool,02/09/1958
401,Eduardo,Contreras,Belgium,Brussels,08/27/1992
402,Cletus,Riggs,Portugal,Lisbon,07/07/1953
403,Madge,Barr,Ireland,Tralee,09/08/1945
404,Tonia,Butler,Portugal,Lisbon,02/05/2002
405,Jacqueline,Miller,France,Marseille,07/20/1950
406,Edwina,Weaver,Portugal,Lisbon,09/24/1971
407,Harris,Nash,France,Lyon,01/04/1989
408,Lino,Camacho,Belgium,Brussels,09/06/1949
409,Dino,Taylor,France,Paris,06/18/1987
410,Myra,Bauer,Portugal,Lisbon,06/21/1956
411,Cornell,Bass,Belgium,Brussels,05/06/1954
412,Desmond,Juarez,Portugal,Lisbon,01/19/1985
413,Harland,Carpenter,France,Lyon,06/11/1961
414,Debra,Monroe,Portugal,Porto,04/13/1971
415,Keith,Sosa,England,Manchester,06/22/1973
416,Taylor,Webb,Belgium,Antwerp,05/15/2000
417,Travis,Bryant,Portugal,Porto,06/17/1960
418,Harriet,Parks,Germany,Munich,06/22/1955
419,Jose,Pitts,Germany,Berlin,07/13/1998
420,Betsy,Kennedy,France,Paris,06/11/1980
421,Perry,McKenzie,Portugal,Lisbon,08/08/1992
422,Delbert,Bell,Portugal,Porto,07/18/1978
423,Jerrod,White,England,Manchester,05/02/1949
424,Arline,Randall,Portugal,Lisbon,11/22/2004
425,Willy,Hutchinson,Germany,Munich,07/14/1980
426,Jewell,Mueller,Ireland,Limerick,03/18/1976
427,Bethany,Munoz,Belgium,Brussels,04/25/1985
428,Pansy,Joyner,Belgium,Brussels,06/13/1969
429,Tracey,Adkins,France,Paris,02/10/2000
430,Tonia,Santana,Portugal,Porto,08/20/1966
431,Carol,Lawrence,Germany,Berlin,05/19/1982
432,Trina,Roman,Portugal,Porto,06/12/1963
433,Stevie,Moreno,Belgium,Antwerp,06/26/1947
434,Rafael,Velasquez,Ireland,Tralee,04/24/1982
435,Amado,Pickett,England,Liverpool,05/23/1998
436,Joey,Hale,Portugal,Lisbon,11/08/1966
437,Napoleon,Jimenez,Belgium,Antwerp,01/16/1980
438,Lucy,Gallegos,Portugal,Lisbon,03/15/1987
439,Lemuel,Buchanan,Portugal,Braga,01/07/1965
440,Alvin,Lucas,Belgium,Brussels,02/06/1999
441,Lonnie,Serrano,Belgium,Brussels,04/12/1999
442,Dorthy,Strong,Belgium,Brussels,07/10/1992
443,Efrain,Buckner,France,Marseille,02/21/1954
444,Flora,Heath,Belgium,Brussels,04/12/1991
445,Delmer,Merrill,Ireland,Tralee,07/09/1998
446,Clare,Britt,Belgium,Brussels,08/20/1985
447,Raphael,McKee,Germany,Berlin,08/04/1970
448,Jo,Brennan,Germany,Munich,10/24/1986
449,Jannie,Bowman,France,Lyon,11/16/1960
450,Viola,Nunez,Portugal,Lisbon,11/25/1991
451,Ray,Alston,Germany,Berlin,08/22/1997
452,Russel,Gay,Portugal,Lisbon,03/06/1993
453,Young,Carr,Portugal,Porto,09/04/1977
454,Columbus,Gates,England,Birmingham,04/22/1964
455,Steven,Rojas,England,Manchester,07/24/1965
456,Patricia,Cohen,Portugal,Porto,09/06/1942
457,Landon,Johns,England,Liverpool,06/05/1948
458,Hallie,Gonzalez,Portugal,Porto,01/01/1981
459,Leslie,Norris,Germany,Düsseldorf,01/20/1966
460,Bud,Deleon,Portugal,Lisbon,08/24/1953
461,Andy,Murphy,France,Nice,02/13/1976
462,Jerold,Small,Germany,Munich,06/15/1998
463,Dino,Clay,England,Birmingham,06/05/1990
464,Queen,Becker,Portugal,Braga,03/16/1978
465,Daphne,Farley,Portugal,Lisbon,10/19/1945
466,Carissa,Chambers,Belgium,Antwerp,09/05/1971
467,Cathy,Alvarez,Portugal,Porto,09/07/1948
468,Johnson,Griffith,Portugal,Braga,01/22/1957
469,Irwin,Rice,France,Paris,04/12/1945
470,Lauren,Frost,France,Paris,06/02/1942
471,Renaldo,Poole,England,Manchester,05/23/1973
472,Randall,Weaver,France,Marseille,03/14/1996
473,Eliseo,Marks,Portugal,Lisbon,08/09/1950
474,Cody,Foley,Portugal,Lisbon,03/22/1957
475,Alicia,Baxter,Portugal,Lisbon,08/13/1998
476,Winston,Estrada,Belgium,Brussels,07/05/2000
477,Lewis,Cruz,Germany,Düsseldorf,02/27/1998
478,Alec,Hyde,Belgium,Brussels,07/23/1988
479,Margarita,Mendez,Portugal,Porto,02/09/1959
480,Beatriz,Park,Germany,Düsseldorf,03/17/1967
481,Hilton,Hamilton,Germany,Bonn,08/26/1951
482,Bridget,Conway,Portugal,Porto,05/24/1986
483,Earl,Robbins,England,Birmingham,09/15/1961
484,Troy,Baird,Germany,Düsseldorf,10/12/1995
485,Ashley,Bond,Portugal,Porto,09/26/1987
486,Octavio,Garza,France,Paris,04/22/1957
487,Carson,Clark,England,London,07/09/1944
488,Kip,Washington,England,Manchester,09/06/2004
489,Jefferson,Alford,France,Paris,09/25/1942
490,Vaughn,Camacho,Germany,Munich,03/20/1980
491,Sergio,Velazquez,Ireland,Limerick,10/20/1987
492,Pat,Christian,Spain,Barcelona,10/03/1979
493,Dorthy,Shepherd,Portugal,Lisbon,04/20/1946
494,Damion,Morrow,Germany,Bonn,01/25/2002
495,Kayla,Stanley,Portugal,Lisbon,06/16/1959
496,Flora,Moreno,Portugal,Lisbon,06/24/1978
497,Elsa,Levine,Portugal,Porto,01/12/1944
498,Corinne,Cooke,France,Nice,01/05/1954
499,Orville,Spears,Germany,Düsseldorf,02/24/1956
500,Jack,Hinton,Belgium,Brussels,11/27/1986
501,Herschel,Tyson,Ireland,Tralee,04/14/1986
502,Tameka,Fuller,Portugal,Lisbon,05/05/1990
503,Cortez,Wilkerson,Portugal,Porto,02/14/1977
504,Savannah,Knox,Portugal,Porto,05/18/1979
505,Theron,Kennedy,Germany,Munich,02/01/1961
506,Ernest,Hobbs,Portugal,Lisbon,05/16/1965
507,Sanford,Madden,France,Lyon,06/14/1981
508,Sylvester,Faulkner,Belgium,Antwerp,09/11/1966
509,Liz,Bowers,Portugal,Porto,02/09/1950
510,Kyle,Carroll,Belgium,Brussels,06/26/2003
511,Karl,Holland,Ireland,Tralee,08/10/1990
